receipt_id,image_path,text_path,vendor_name,vendor_canonical,gstin,invoice_no,date,subtotal,cgst,sgst,igst,cess,round_off,total,template_id,noise_tier,rotation_deg
R00242,receipts_images/R00242.png,receipts_text/R00242.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,BILL-2024-22143,2025-03-25,3396.25,84.91,84.90,0.00,0.00,-0.06,3566.00,restaurant,2,-0.13
R00243,receipts_images/R00243.png,receipts_text/R00243.txt,Sharma Traders Pvt Ltd,V001,29AAGCB7383J1Z4,TI-2025-78623,2025-05-29,419.82,37.79,37.78,0.00,0.00,-0.39,495.00,b2b,1,0.44
R00244,receipts_images/R00244.png,receipts_text/R00244.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,INV-2025-11646,2025-04-20,4864.16,0.00,0.00,0.00,0.00,-0.16,4864.00,fuel,0,0.0
R00245,receipts_images/R00245.png,receipts_text/R00245.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,TI-2024-00528,2025-05-02,1628.64,97.72,97.72,0.00,0.00,-0.08,1824.00,retail,1,0.92
R00246,receipts_images/R00246.png,receipts_text/R00246.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,BILL-2025-76081,2025-03-28,1263.44,31.59,31.58,0.00,0.00,0.39,1327.00,restaurant,1,-1.25
R00247,receipts_images/R00247.png,receipts_text/R00247.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,INV-2024-34465,2025-04-18,1803.78,45.10,45.09,0.00,0.00,0.03,1894.00,retail,0,0.0
R00248,receipts_images/R00248.png,receipts_text/R00248.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,BILL-2025-66915,2025-08-31,2629.03,65.73,65.72,0.00,0.00,-0.48,2760.00,restaurant,2,1.08
R00249,receipts_images/R00249.png,receipts_text/R00249.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,INV-2024-19284,2025-02-23,2101.52,0.00,0.00,105.08,0.00,0.40,2207.00,retail,1,0.72
R00250,receipts_images/R00250.png,receipts_text/R00250.txt,Patel Stores,V012,24AAHCP6677V1Z8,TI-2024-25025,2025-03-06,1104.78,27.62,27.62,0.00,0.00,-0.02,1160.00,retail,0,0.0
R00251,receipts_images/R00251.png,receipts_text/R00251.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,INV-2024-11105,2025-02-02,5424.42,0.00,0.00,271.22,0.00,0.36,5696.00,b2b,0,0.0
R00252,receipts_images/R00252.png,receipts_text/R00252.txt,Bharat Petroleum Outlet,V003,27AAACB1111P1ZW,INV-2025-22934,2025-01-10,1772.40,0.00,0.00,0.00,0.00,-0.40,1772.00,fuel,2,-1.59
R00253,receipts_images/R00253.png,receipts_text/R00253.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,RCPT-2024-69235,2025-04-22,2786.96,167.22,167.22,0.00,0.00,-0.40,3121.00,retail,0,0.0
R00254,receipts_images/R00254.png,receipts_text/R00254.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,TI-2024-63964,2025-07-16,2354.41,0.00,0.00,117.72,0.00,-0.13,2472.00,restaurant,1,-1.49
R00255,receipts_images/R00255.png,receipts_text/R00255.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,BILL-2025-39404,2025-02-02,801.97,20.05,20.05,0.00,0.00,-0.07,842.00,restaurant,0,0.0
R00256,receipts_images/R00256.png,receipts_text/R00256.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,INV-2024-99467,2025-01-30,756.59,45.40,45.39,0.00,0.00,-0.38,847.00,retail,2,-2.51
R00257,receipts_images/R00257.png,receipts_text/R00257.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,TI-2024-53802,2025-03-15,2898.39,72.46,72.46,0.00,0.00,-0.31,3043.00,b2b,1,0.09
R00258,receipts_images/R00258.png,receipts_text/R00258.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,INV-2024-45846,2025-06-03,1106.58,27.67,27.66,0.00,0.00,0.09,1162.00,restaurant,1,-1.16
R00259,receipts_images/R00259.png,receipts_text/R00259.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,BILL-2025-25555,2025-02-23,532.14,0.00,0.00,0.00,0.00,-0.14,532.00,fuel,1,0.84
R00260,receipts_images/R00260.png,receipts_text/R00260.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,INV-2025-23412,2025-06-15,2436.56,60.92,60.91,0.00,0.00,-0.39,2558.00,restaurant,3,-1.92
R00261,receipts_images/R00261.png,receipts_text/R00261.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,RCPT-2024-00767,2025-02-08,1066.44,63.99,63.98,0.00,0.00,-0.41,1194.00,retail,0,0.0
R00262,receipts_images/R00262.png,receipts_text/R00262.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,TI-2024-42946,2025-06-16,4917.84,442.61,442.60,0.00,0.00,-0.05,5803.00,b2b,2,1.86
R00263,receipts_images/R00263.png,receipts_text/R00263.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,TI-2024-96314,2025-03-14,2292.81,57.32,57.32,0.00,0.00,-0.45,2407.00,restaurant,0,0.0
R00264,receipts_images/R00264.png,receipts_text/R00264.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,INV-2024-62954,2025-02-23,186.06,4.65,4.65,0.00,0.00,-0.36,195.00,restaurant,2,0.08
R00265,receipts_images/R00265.png,receipts_text/R00265.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,TI-2025-18978,2025-07-09,2958.36,73.96,73.96,0.00,0.00,-0.28,3106.00,restaurant,0,0.0
R00266,receipts_images/R00266.png,receipts_text/R00266.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,TI-2024-68742,2025-06-05,3793.78,0.00,0.00,0.00,0.00,0.22,3794.00,fuel,0,0.0
R00267,receipts_images/R00267.png,receipts_text/R00267.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,BILL-2024-21064,2025-07-16,1620.57,0.00,0.00,81.03,0.00,0.40,1702.00,restaurant,1,-0.75
R00268,receipts_images/R00268.png,receipts_text/R00268.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,INV-2025-30589,2025-06-08,17429.50,1045.77,1045.77,0.00,0.00,-0.04,19521.00,b2b,0,0.0
R00269,receipts_images/R00269.png,receipts_text/R00269.txt,Bharat Petroleum Outlet,V003,27AAACB1111P1ZW,INV-2025-57683,2025-04-06,3163.20,0.00,0.00,0.00,0.00,-0.20,3163.00,fuel,0,0.0
R00270,receipts_images/R00270.png,receipts_text/R00270.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,RCPT-2024-74987,2025-08-01,12865.97,0.00,0.00,1543.92,0.00,0.11,14410.00,b2b,2,1.58
R00271,receipts_images/R00271.png,receipts_text/R00271.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,RCPT-2024-59481,2025-01-29,1669.56,100.18,100.17,0.00,0.00,0.09,1870.00,retail,2,-0.31
R00272,receipts_images/R00272.png,receipts_text/R00272.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,BILL-2025-44472,2025-03-02,192.36,4.81,4.81,0.00,0.00,0.02,202.00,restaurant,0,0.0
R00273,receipts_images/R00273.png,receipts_text/R00273.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,BILL-2025-76687,2025-04-22,1535.34,38.39,38.38,0.00,0.00,-0.11,1612.00,restaurant,1,-1.16
R00274,receipts_images/R00274.png,receipts_text/R00274.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,BILL-2024-45101,2025-04-21,7861.08,196.53,196.52,0.00,0.00,-0.13,8254.00,b2b,0,0.0
R00275,receipts_images/R00275.png,receipts_text/R00275.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,INV-2024-27050,2025-01-13,2430.40,60.76,60.76,0.00,0.00,0.08,2552.00,restaurant,0,0.0
R00276,receipts_images/R00276.png,receipts_text/R00276.txt,Patel Stores,V012,24AAHCP6677V1Z8,RCPT-2024-93496,2025-02-18,3461.62,86.54,86.54,0.00,0.00,0.30,3635.00,retail,0,0.0
R00277,receipts_images/R00277.png,receipts_text/R00277.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,RCPT-2025-78588,2025-08-14,591.56,14.79,14.79,0.00,0.00,-0.14,621.00,restaurant,1,0.82
R00278,receipts_images/R00278.png,receipts_text/R00278.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,RCPT-2024-82132,2025-01-19,3352.81,83.82,83.82,0.00,0.00,-0.45,3520.00,restaurant,0,0.0
R00279,receipts_images/R00279.png,receipts_text/R00279.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,BILL-2025-51354,2025-05-06,1515.46,90.93,90.93,0.00,0.00,-0.32,1697.00,retail,0,0.0
R00280,receipts_images/R00280.png,receipts_text/R00280.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,TI-2025-65741,2025-06-26,6477.76,583.00,583.00,0.00,0.00,0.24,7644.00,b2b,0,0.0
R00281,receipts_images/R00281.png,receipts_text/R00281.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,RCPT-2024-44624,2025-05-20,18834.43,470.86,470.86,0.00,0.00,-0.15,19776.00,b2b,0,0.0
R00282,receipts_images/R00282.png,receipts_text/R00282.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,INV-2024-74075,2025-01-20,2907.69,261.69,261.69,0.00,0.00,-0.07,3431.00,retail,2,-0.25
R00283,receipts_images/R00283.png,receipts_text/R00283.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,TI-2025-39135,2025-01-14,365.45,0.00,0.00,18.27,0.00,0.28,384.00,retail,3,1.81
R00284,receipts_images/R00284.png,receipts_text/R00284.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,TI-2024-81378,2025-01-20,500.18,45.02,45.01,0.00,0.00,-0.21,590.00,b2b,0,0.0
R00285,receipts_images/R00285.png,receipts_text/R00285.txt,Sharma Traders Pvt Ltd,V001,29AAGCB7383J1Z4,RCPT-2025-38268,2025-06-18,1101.45,99.13,99.13,0.00,0.00,0.29,1300.00,b2b,2,2.39
R00286,receipts_images/R00286.png,receipts_text/R00286.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,BILL-2025-51397,2025-05-13,1457.65,36.44,36.44,0.00,0.00,0.47,1531.00,restaurant,1,0.55
R00287,receipts_images/R00287.png,receipts_text/R00287.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,INV-2025-82400,2025-07-13,1441.16,36.03,36.03,0.00,0.00,-0.22,1513.00,retail,2,-1.23
R00288,receipts_images/R00288.png,receipts_text/R00288.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,BILL-2025-77265,2025-07-20,5883.15,529.49,529.48,0.00,0.00,-0.12,6942.00,b2b,1,-0.16
R00289,receipts_images/R00289.png,receipts_text/R00289.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,TI-2024-44565,2025-03-24,1854.69,0.00,0.00,92.73,0.00,-0.42,1947.00,restaurant,3,0.13
R00290,receipts_images/R00290.png,receipts_text/R00290.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,TI-2024-54755,2025-07-06,4159.09,0.00,0.00,748.64,0.00,0.27,4908.00,b2b,0,0.0
R00291,receipts_images/R00291.png,receipts_text/R00291.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,BILL-2025-42772,2025-01-19,29949.39,748.74,748.73,0.00,0.00,0.14,31447.00,b2b,0,0.0
R00292,receipts_images/R00292.png,receipts_text/R00292.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,BILL-2025-01179,2025-07-28,30235.32,0.00,0.00,5442.36,0.00,0.32,35678.00,b2b,0,0.0
R00293,receipts_images/R00293.png,receipts_text/R00293.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,INV-2024-23569,2025-07-27,1177.08,70.63,70.62,0.00,0.00,-0.33,1318.00,retail,0,0.0
R00294,receipts_images/R00294.png,receipts_text/R00294.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,INV-2025-58337,2025-06-18,6871.46,0.00,0.00,1236.86,0.00,-0.32,8108.00,retail,0,0.0
R00295,receipts_images/R00295.png,receipts_text/R00295.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,RCPT-2024-70548,2025-05-20,12176.82,0.00,0.00,608.84,0.00,0.34,12786.00,b2b,0,0.0
R00296,receipts_images/R00296.png,receipts_text/R00296.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,BILL-2024-16693,2025-02-26,1536.64,0.00,0.00,0.00,0.00,0.36,1537.00,fuel,1,0.63
R00297,receipts_images/R00297.png,receipts_text/R00297.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,BILL-2024-20515,2025-05-10,7333.15,0.00,0.00,1319.97,0.00,-0.12,8653.00,b2b,2,0.87
R00298,receipts_images/R00298.png,receipts_text/R00298.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,RCPT-2024-91018,2025-05-13,2757.30,0.00,0.00,0.00,0.00,-0.30,2757.00,fuel,1,0.28
R00299,receipts_images/R00299.png,receipts_text/R00299.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,INV-2025-75447,2025-04-25,1075.91,0.00,0.00,0.00,0.00,0.09,1076.00,fuel,0,0.0
R00300,receipts_images/R00300.png,receipts_text/R00300.txt,Bharat Petroleum Outlet,V003,27AAACB1111P1ZW,TI-2024-91768,2025-08-01,3122.70,0.00,0.00,0.00,0.00,0.30,3123.00,fuel,1,0.88
R00301,receipts_images/R00301.png,receipts_text/R00301.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,RCPT-2025-46459,2025-01-25,537.41,32.25,32.24,0.00,0.00,0.10,602.00,retail,3,-0.54
R00302,receipts_images/R00302.png,receipts_text/R00302.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,RCPT-2025-49169,2025-04-05,2760.01,69.00,69.00,0.00,0.00,-0.01,2898.00,restaurant,0,0.0
R00303,receipts_images/R00303.png,receipts_text/R00303.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,RCPT-2024-17179,2025-03-30,1450.43,0.00,0.00,174.05,0.00,-0.48,1624.00,retail,1,-0.06
R00304,receipts_images/R00304.png,receipts_text/R00304.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,TI-2025-27219,2025-06-01,2861.30,257.52,257.51,0.00,0.00,-0.33,3376.00,b2b,0,0.0
R00305,receipts_images/R00305.png,receipts_text/R00305.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,RCPT-2024-27404,2025-01-15,38413.25,2304.80,2304.79,0.00,0.00,0.16,43023.00,b2b,2,-0.82
R00306,receipts_images/R00306.png,receipts_text/R00306.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,INV-2024-35556,2025-05-15,1652.35,41.31,41.31,0.00,0.00,0.03,1735.00,restaurant,0,0.0
R00307,receipts_images/R00307.png,receipts_text/R00307.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,BILL-2024-09436,2025-03-30,3747.72,224.87,224.86,0.00,0.00,-0.45,4197.00,retail,0,0.0
R00308,receipts_images/R00308.png,receipts_text/R00308.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,INV-2025-99090,2025-03-06,1775.63,0.00,0.00,88.78,0.00,-0.41,1864.00,restaurant,0,0.0
R00309,receipts_images/R00309.png,receipts_text/R00309.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,BILL-2024-42552,2025-02-04,39977.97,2398.68,2398.68,0.00,0.00,-0.33,44775.00,b2b,2,0.38
R00310,receipts_images/R00310.png,receipts_text/R00310.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,INV-2025-50466,2025-04-27,1627.96,40.70,40.70,0.00,0.00,-0.36,1709.00,restaurant,1,0.19
R00311,receipts_images/R00311.png,receipts_text/R00311.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,TI-2024-46244,2025-07-02,1064.06,63.85,63.84,0.00,0.00,0.25,1192.00,retail,0,0.0
R00312,receipts_images/R00312.png,receipts_text/R00312.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,TI-2025-72902,2025-04-04,1121.80,0.00,0.00,201.92,0.00,0.28,1324.00,b2b,1,-0.7
R00313,receipts_images/R00313.png,receipts_text/R00313.txt,Bharat Petroleum Outlet,V003,27AAACB1111P1ZW,TI-2024-57812,2025-03-25,535.98,0.00,0.00,0.00,0.00,0.02,536.00,fuel,0,0.0
R00314,receipts_images/R00314.png,receipts_text/R00314.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,RCPT-2025-82649,2025-06-26,2024.66,0.00,0.00,364.44,0.00,-0.10,2389.00,retail,1,-0.55
R00315,receipts_images/R00315.png,receipts_text/R00315.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,BILL-2025-54099,2025-01-19,3043.20,76.08,76.08,0.00,0.00,-0.36,3195.00,restaurant,0,0.0
R00316,receipts_images/R00316.png,receipts_text/R00316.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,INV-2025-57344,2025-01-20,1851.82,46.30,46.29,0.00,0.00,-0.41,1944.00,restaurant,1,-0.74
R00317,receipts_images/R00317.png,receipts_text/R00317.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,TI-2025-79007,2025-03-27,4294.09,107.35,107.35,0.00,0.00,0.21,4509.00,retail,0,0.0
R00318,receipts_images/R00318.png,receipts_text/R00318.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,RCPT-2024-68093,2025-06-25,1850.16,46.26,46.25,0.00,0.00,0.33,1943.00,retail,3,0.44
R00319,receipts_images/R00319.png,receipts_text/R00319.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,BILL-2025-32988,2025-02-23,4590.99,114.78,114.77,0.00,0.00,0.46,4821.00,retail,0,0.0
R00320,receipts_images/R00320.png,receipts_text/R00320.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,INV-2025-13357,2025-05-11,815.25,20.38,20.38,0.00,0.00,-0.01,856.00,restaurant,1,-0.62
R00321,receipts_images/R00321.png,receipts_text/R00321.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,INV-2025-29151,2025-04-02,6664.89,599.84,599.84,0.00,0.00,0.43,7865.00,b2b,0,0.0
R00322,receipts_images/R00322.png,receipts_text/R00322.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,RCPT-2025-11158,2025-04-10,826.90,20.68,20.67,0.00,0.00,-0.25,868.00,retail,2,-2.02
R00323,receipts_images/R00323.png,receipts_text/R00323.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,RCPT-2024-14457,2025-06-14,1035.66,25.89,25.89,0.00,0.00,-0.44,1087.00,restaurant,0,0.0
R00324,receipts_images/R00324.png,receipts_text/R00324.txt,Patel Stores,V012,24AAHCP6677V1Z8,TI-2024-72255,2025-01-15,3458.24,86.46,86.45,0.00,0.00,-0.15,3631.00,retail,2,1.56
R00325,receipts_images/R00325.png,receipts_text/R00325.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,BILL-2024-66173,2025-04-27,2146.10,53.66,53.65,0.00,0.00,-0.41,2253.00,restaurant,1,1.42
R00326,receipts_images/R00326.png,receipts_text/R00326.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,RCPT-2025-30462,2025-04-21,2702.88,0.00,0.00,135.14,0.00,-0.02,2838.00,retail,0,0.0
R00327,receipts_images/R00327.png,receipts_text/R00327.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,RCPT-2025-94195,2025-01-07,9267.01,834.03,834.03,0.00,0.00,-0.07,10935.00,b2b,3,1.85
R00328,receipts_images/R00328.png,receipts_text/R00328.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,BILL-2024-79299,2025-03-25,19480.93,1753.29,1753.28,0.00,0.00,0.50,22988.00,b2b,0,0.0
R00329,receipts_images/R00329.png,receipts_text/R00329.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,TI-2024-54939,2025-04-05,662.36,16.56,16.56,0.00,0.00,-0.48,695.00,restaurant,0,0.0
R00330,receipts_images/R00330.png,receipts_text/R00330.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,RCPT-2024-69187,2025-07-23,2791.03,251.20,251.19,0.00,0.00,-0.42,3293.00,b2b,0,0.0
R00331,receipts_images/R00331.png,receipts_text/R00331.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,TI-2025-62550,2025-08-15,1435.04,0.00,0.00,71.75,0.00,0.21,1507.00,restaurant,1,-0.63
R00332,receipts_images/R00332.png,receipts_text/R00332.txt,Patel Stores,V012,24AAHCP6677V1Z8,RCPT-2024-86708,2025-05-22,1265.82,0.00,0.00,63.29,0.00,-0.11,1329.00,retail,2,-0.85
R00333,receipts_images/R00333.png,receipts_text/R00333.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,RCPT-2024-58240,2025-02-27,3372.46,84.31,84.31,0.00,0.00,-0.08,3541.00,retail,1,-0.36
R00334,receipts_images/R00334.png,receipts_text/R00334.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,BILL-2025-52551,2025-05-05,2260.83,56.52,56.52,0.00,0.00,0.13,2374.00,retail,1,1.32
R00335,receipts_images/R00335.png,receipts_text/R00335.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,RCPT-2024-97001,2025-05-09,2529.09,63.23,63.22,0.00,0.00,0.46,2656.00,restaurant,2,1.2
R00336,receipts_images/R00336.png,receipts_text/R00336.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,INV-2025-50244,2025-03-28,5377.44,0.00,0.00,0.00,0.00,-0.44,5377.00,fuel,0,0.0
R00337,receipts_images/R00337.png,receipts_text/R00337.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,INV-2024-16740,2025-08-15,4277.05,0.00,0.00,0.00,0.00,-0.05,4277.00,fuel,3,-0.28
R00338,receipts_images/R00338.png,receipts_text/R00338.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,INV-2024-17056,2025-04-18,3152.82,0.00,0.00,0.00,0.00,0.18,3153.00,fuel,0,0.0
R00339,receipts_images/R00339.png,receipts_text/R00339.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,TI-2024-35342,2025-02-15,13331.69,799.90,799.90,0.00,0.00,-0.49,14931.00,b2b,2,-0.96
R00340,receipts_images/R00340.png,receipts_text/R00340.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,TI-2025-23643,2025-06-06,6694.16,602.48,602.47,0.00,0.00,-0.11,7899.00,b2b,2,1.29
R00341,receipts_images/R00341.png,receipts_text/R00341.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,BILL-2024-98118,2025-07-15,3043.08,0.00,0.00,0.00,0.00,-0.08,3043.00,fuel,1,-1.35
R00342,receipts_images/R00342.png,receipts_text/R00342.txt,Patel Stores,V012,24AAHCP6677V1Z8,INV-2025-23010,2025-03-24,1301.36,32.54,32.53,0.00,0.00,-0.43,1366.00,retail,2,1.7
R00343,receipts_images/R00343.png,receipts_text/R00343.txt,Bharat Petroleum Outlet,V003,27AAACB1111P1ZW,BILL-2024-50028,2025-07-01,753.62,0.00,0.00,0.00,0.00,0.38,754.00,fuel,2,0.26
R00344,receipts_images/R00344.png,receipts_text/R00344.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,RCPT-2025-61753,2025-04-13,10975.84,658.55,658.55,0.00,0.00,0.06,12293.00,b2b,0,0.0
R00345,receipts_images/R00345.png,receipts_text/R00345.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,INV-2024-69647,2025-08-17,9089.18,818.03,818.02,0.00,0.00,-0.23,10725.00,b2b,1,1.21
R00346,receipts_images/R00346.png,receipts_text/R00346.txt,Bharat Petroleum Outlet,V003,27AAACB1111P1ZW,RCPT-2024-00382,2025-01-30,3036.86,0.00,0.00,0.00,0.00,0.14,3037.00,fuel,0,0.0
R00347,receipts_images/R00347.png,receipts_text/R00347.txt,Patel Stores,V012,24AAHCP6677V1Z8,RCPT-2025-51555,2025-04-08,359.70,9.00,8.99,0.00,0.00,0.31,378.00,retail,3,-0.18
R00348,receipts_images/R00348.png,receipts_text/R00348.txt,Sharma Traders Pvt Ltd,V001,29AAGCB7383J1Z4,RCPT-2024-37894,2025-04-04,3349.01,301.41,301.41,0.00,0.00,0.17,3952.00,b2b,1,0.05
R00349,receipts_images/R00349.png,receipts_text/R00349.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,TI-2024-45713,2025-08-27,1001.82,25.05,25.04,0.00,0.00,0.09,1052.00,restaurant,0,0.0
R00350,receipts_images/R00350.png,receipts_text/R00350.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,RCPT-2024-59589,2025-03-21,991.93,24.80,24.80,0.00,0.00,0.47,1042.00,restaurant,3,1.67
R00351,receipts_images/R00351.png,receipts_text/R00351.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,RCPT-2025-04145,2025-04-01,921.66,23.04,23.04,0.00,0.00,0.26,968.00,restaurant,2,1.6
R00352,receipts_images/R00352.png,receipts_text/R00352.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,RCPT-2024-72667,2025-04-07,2561.91,64.05,64.05,0.00,0.00,-0.01,2690.00,restaurant,0,0.0
R00353,receipts_images/R00353.png,receipts_text/R00353.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,TI-2025-73353,2025-02-12,1263.39,0.00,0.00,63.17,0.00,0.44,1327.00,retail,0,0.0
R00354,receipts_images/R00354.png,receipts_text/R00354.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,BILL-2024-25952,2025-02-10,667.44,16.69,16.68,0.00,0.00,0.19,701.00,restaurant,1,1.43
R00355,receipts_images/R00355.png,receipts_text/R00355.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,BILL-2025-77128,2025-04-13,3275.07,81.88,81.87,0.00,0.00,0.18,3439.00,retail,1,-0.6
R00356,receipts_images/R00356.png,receipts_text/R00356.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,TI-2025-40174,2025-02-12,926.68,23.17,23.16,0.00,0.00,-0.01,973.00,restaurant,1,-1.21
R00357,receipts_images/R00357.png,receipts_text/R00357.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,TI-2025-23206,2025-07-04,222.88,13.38,13.37,0.00,0.00,0.37,250.00,retail,3,-1.44
R00358,receipts_images/R00358.png,receipts_text/R00358.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,TI-2024-50401,2025-07-08,742.93,18.58,18.57,0.00,0.00,-0.08,780.00,restaurant,1,0.27
R00359,receipts_images/R00359.png,receipts_text/R00359.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,TI-2025-69609,2025-06-16,3071.51,276.44,276.43,0.00,0.00,-0.38,3624.00,b2b,0,0.0
R00360,receipts_images/R00360.png,receipts_text/R00360.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,BILL-2024-92969,2025-05-10,3931.46,353.83,353.83,0.00,0.00,-0.12,4639.00,b2b,0,0.0
R00361,receipts_images/R00361.png,receipts_text/R00361.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,INV-2024-41747,2025-03-20,3375.27,0.00,0.00,168.76,0.00,-0.03,3544.00,retail,1,0.73
R00362,receipts_images/R00362.png,receipts_text/R00362.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,RCPT-2024-39104,2025-05-26,1126.04,0.00,0.00,202.69,0.00,0.27,1329.00,b2b,1,0.91
