receipt_id,line_no,text,role
R00236,10,Marker Pen                 2          114.34,ITEM
R00236,11,--------------------------------------------,OTHER
R00236,12,Total Qty: 6,OTHER
R00236,13,Sub Total:                            348.18,SUBTOTAL
R00236,14,CGST @ 9%:                             31.34,TAX
R00236,15,SGST @ 9%:                             31.33,TAX
R00236,16,Rounding:                               0.15,TAX
R00236,17,Amount Payable:                      ₹411.00,TOTAL
R00236,18,--------------------------------------------,OTHER
R00236,19,Subject to local jurisdiction,FOOTER
R00237,0,Mumbai Print Solutions LLP,VENDOR
R00237,1,"21 Lower Parel, Mumbai 400013",ADDRESS
R00237,2,Ph: 9820077331,ADDRESS
R00237,3,GSTIN: 27AAFCM4455C1ZM,GSTIN
R00237,4,GST INVOICE,OTHER
R00237,5,--------------------------------------------,OTHER
R00237,6,"Date: Jan 14, 2025",DATE
R00237,7,Invoice No: BILL-2024-84280,INVOICE
R00237,8,--------------------------------------------,OTHER
R00237,9,Item                     Qty          Amount,OTHER
R00237,10,"Brochure Print 100         1        2,846.79",ITEM
R00237,11,"Brochure Print 100         1        1,710.05",ITEM
R00237,12,"Business Cards 500         2        2,173.72",ITEM
R00237,13,"Brochure Print 100         2        3,569.34",ITEM
R00237,14,"Brochure Print 100         3        4,725.39",ITEM
R00237,15,Poster A2                  1          207.85,ITEM
R00237,16,--------------------------------------------,OTHER
R00237,17,Total Qty: 10,OTHER
R00237,18,"Total Before Tax:                  15,233.14",SUBTOTAL
R00237,19,"CGST @ 9%:                          1,370.99",TAX
R00237,20,"SGST @ 9%:                          1,370.98",TAX
R00237,21,Round Off:                             -0.11,TAX
R00237,22,"Total Amount:                      17,975.00",TOTAL
R00237,23,--------------------------------------------,OTHER
R00237,24,Thank you for your business,FOOTER
R00238,0,BHARAT PETROLEUM OUTLET,VENDOR
R00238,1,"NH-8 Bandra East, Mumbai 400051",ADDRESS
R00238,2,Ph: 9820011122,ADDRESS
R00238,3,GST Reg No: 27AAACB1111P1ZW,GSTIN
R00238,4,CASH MEMO,OTHER
R00238,5,--------------------------------------------,OTHER
R00238,6,"Invoice Date: Mar 26, 2025",DATE
R00238,7,Receipt No: RCPT-2024-87809,INVOICE
R00238,8,--------------------------------------------,OTHER
R00238,9,Product                 Litres          Amount,OTHER
R00238,10,"Petrol                    40        4,198.80",ITEM
R00238,11,"Diesel                    22        1,971.20",ITEM
R00238,12,--------------------------------------------,OTHER
R00238,13,"Taxable Amount:                     6,170.00",SUBTOTAL
R00238,14,"Total Amount:                      ₹6,170.00",TOTAL
R00238,15,--------------------------------------------,OTHER
R00238,16,THANK YOU VISIT AGAIN,FOOTER
R00238,17,Cash Payment,FOOTER
R00239,0,Deccan Office Supplies,VENDOR
R00239,1,"12 Madhapur, Hyderabad 500032",ADDRESS
R00239,2,Ph: 9848077665,ADDRESS
R00239,3,GSTIN/UIN: 36AAGCD8899T1Z8,GSTIN
R00239,4,GST INVOICE,OTHER
R00239,5,--------------------------------------------,OTHER
R00239,6,Cash Memo No: INV-2025-67485,INVOICE
R00239,7,Bill Date: 17-Apr-2025,DATE
R00239,8,--------------------------------------------,OTHER
R00239,9,Item                     Qty          Amount,OTHER
R00239,10,"Printer Ink                2        1,354.84",ITEM
R00239,11,"Printer Ink                3        3,320.13",ITEM
R00239,12,Stapler                    3          488.55,ITEM
R00239,13,File Folder                4          178.12,ITEM
R00239,14,--------------------------------------------,OTHER
R00239,15,Total Qty: 12,OTHER
R00239,16,"Subtotal:                           5,341.64",SUBTOTAL
R00239,17,CGST @ 9%:                            480.75,TAX
R00239,18,SGST @ 9%:                            480.75,TAX
R00239,19,Rounding:                              -0.14,TAX
R00239,20,"Grand Total:                        6,303.00",TOTAL
R00239,21,--------------------------------------------,OTHER
R00239,22,THANK YOU VISIT AGAIN,FOOTER
R00239,23,Cash Payment,FOOTER
R00240,0,APOLLO PHARMACY OUTLET,VENDOR
R00240,1,"Rajiv Gandhi Salai, Chennai 600028",ADDRESS
R00240,2,Ph: 9840099887,ADDRESS
R00240,3,GST No.: 33AAACA6677D1ZW,GSTIN
R00240,4,TAX INVOICE,OTHER
R00240,5,--------------------------------------------,OTHER
R00240,6,Invoice No: INV-2024-30382,INVOICE
R00240,7,"Bill Date: Mar 29, 2025",DATE
R00240,8,--------------------------------------------,OTHER
R00240,9,Item                     Qty          Amount,OTHER
R00240,10,Paracetamol Strip          3           86.01,ITEM
R00240,11,Digital Thermometer        1          211.94,ITEM
R00240,12,--------------------------------------------,OTHER
R00240,13,Sub Total:                            297.95,SUBTOTAL
R00240,14,IGST @ 12%:                            35.75,TAX
R00240,15,Rounding:                               0.30,TAX
R00240,16,Amount Payable:                      ₹334.00,TOTAL
R00240,17,--------------------------------------------,OTHER
R00240,18,THANK YOU VISIT AGAIN,FOOTER
R00241,0,PATEL STORES,VENDOR
R00241,1,"31 Adajan, Surat 395007",ADDRESS
R00241,2,GSTIN: 24AAHCP6677V1Z8,GSTIN
R00241,3,GST INVOICE,OTHER
R00241,4,--------------------------------------------,OTHER
R00241,5,Receipt No: BILL-2024-78710,INVOICE
R00241,6,Date: 24-06-2025,DATE
R00241,7,--------------------------------------------,OTHER
R00241,8,Item                     Qty          Amount,OTHER
R00241,9,"Basmati Rice 5kg           4        2,273.92",ITEM
R00241,10,Toor Dal 1kg               4          576.12,ITEM
R00241,11,"Basmati Rice 5kg           2        1,169.66",ITEM
R00241,12,Sunflower Oil 1L           3          369.93,ITEM
R00241,13,Sunflower Oil 1L           4          492.36,ITEM
R00241,14,--------------------------------------------,OTHER
R00241,15,Total Qty: 17,OTHER
R00241,16,"Sub Total:                          4,881.99",SUBTOTAL
R00241,17,CGST @ 2.5%:                          122.05,TAX
R00241,18,SGST @ 2.5%:                          122.05,TAX
R00241,19,Rounding:                              -0.09,TAX
R00241,20,"Bill Total:                        ₹5,126.00",TOTAL
R00241,21,--------------------------------------------,OTHER
R00241,22,Subject to local jurisdiction,FOOTER
R00242,0,SARAVANA BHAVAN,VENDOR
R00242,1,"18 T Nagar, Chennai 600017",ADDRESS
R00242,2,Ph: 9840011223,ADDRESS
R00242,3,GSTIN: 33AAECS7788N1ZJ,GSTIN
R00242,4,CASH MEMO,OTHER
R00242,5,--------------------------------------------,OTHER
R00242,6,Date: 25-Mar-2025,DATE
R00242,7,Invoice No: BILL-2024-22143,INVOICE
R00242,8,--------------------------------------------,OTHER
R00242,9,Item                     Qty          Amount,OTHER
R00242,10,Paneer Butter Masala       2          430.28,ITEM
R00242,11,"Veg Thali                  4        1,157.28",ITEM
R00242,12,Masala Dosa                1           91.39,ITEM
R00242,13,Masala Dosa                1          126.96,ITEM
R00242,14,"Paneer Butter Masala       4        1,089.96",ITEM
R00242,15,Veg Thali                  2          500.38,ITEM
R00242,16,--------------------------------------------,OTHER
R00242,17,Total Qty: 14,OTHER
R00242,18,"Taxable Value:                      3,396.25",SUBTOTAL
R00242,19,CGST @ 2.5%:                           84.91,TAX
R00242,20,SGST @ 2.5%:                           84.90,TAX
R00242,21,Round Off:                             -0.06,TAX
R00242,22,"Bill Total:                         3,566.00",TOTAL
R00242,23,--------------------------------------------,OTHER
R00242,24,Thank you for your business,FOOTER
R00242,25,Cash Payment,FOOTER
R00243,0,Sharma Traders Pvt Ltd,VENDOR
R00243,1,"14 MG Road, Bengaluru 560001",ADDRESS
R00243,2,GST Reg No: 29AAGCB7383J1Z4,GSTIN
R00243,3,RETAIL INVOICE,OTHER
R00243,4,--------------------------------------------,OTHER
R00243,5,Receipt No: TI-2025-78623,INVOICE
R00243,6,Date of Supply: 29.05.2025,DATE
R00243,7,--------------------------------------------,OTHER
R00243,8,Item                     Qty          Amount,OTHER
R00243,9,Notebook 200pg             3          284.85,ITEM
R00243,10,Marker Pen                 3          134.97,ITEM
R00243,11,--------------------------------------------,OTHER
R00243,12,Total Qty: 6,OTHER
R00243,13,Total Before Tax:                     419.82,SUBTOTAL
R00243,14,CGST @ 9%:                             37.79,TAX
R00243,15,SGST @ 9%:                             37.78,TAX
R00243,16,Rounding:                              -0.39,TAX
R00243,17,Amount Payable:                      ₹495.00,TOTAL
R00243,18,--------------------------------------------,OTHER
R00243,19,*** CUSTOMER COPY ***,FOOTER
R00243,20,Cash Payment,FOOTER
R00244,0,INDIAN OIL FUEL STATION,VENDOR
R00244,1,"OMR Perungudi, Chennai 600096",ADDRESS
R00244,2,Ph: 9840055667,ADDRESS
R00244,3,GST Reg No: 33AAACI0123R1ZQ,GSTIN
R00244,4,CASH MEMO,OTHER
R00244,5,--------------------------------------------,OTHER
R00244,6,"Invoice Date: Apr 20, 2025",DATE
R00244,7,Invoice Number: INV-2025-11646,INVOICE
R00244,8,--------------------------------------------,OTHER
R00244,9,Product                 Litres          Amount,OTHER
R00244,10,"Diesel                    28        2,651.60",ITEM
R00244,11,"Diesel                    24        2,212.56",ITEM
R00244,12,--------------------------------------------,OTHER
R00244,13,"Total Before Tax:                   4,864.16",SUBTOTAL
R00244,14,Rounding:                              -0.16,TAX
R00244,15,"Total:                             ₹4,864.00",TOTAL
R00244,16,--------------------------------------------,OTHER
R00244,17,Thank you for your business,FOOTER
R00244,18,Cash Payment,FOOTER
R00245,0,KUMAR MEDICALS,VENDOR
R00245,1,"44 Kalkaji Main Rd, New Delhi 110019",ADDRESS
R00245,2,Ph: 9811099887,ADDRESS
R00245,3,GSTIN: 07AAFCK3321L1ZK,GSTIN
R00245,4,CASH MEMO,OTHER
R00245,5,--------------------------------------------,OTHER
R00245,6,Invoice Date: 02-05-2025,DATE
R00245,7,Inv No: TI-2024-00528,INVOICE
R00245,8,--------------------------------------------,OTHER
R00245,9,Item                     Qty          Amount,OTHER
R00245,10,Digital Thermometer        3          887.76,ITEM
R00245,11,Vitamin D3                 3          740.88,ITEM
R00245,12,--------------------------------------------,OTHER
R00245,13,"Taxable Value:                      1,628.64",SUBTOTAL
R00245,14,CGST @ 6%:                             97.72,TAX
R00245,15,SGST @ 6%:                             97.72,TAX
R00245,16,Round Off:                             -0.08,TAX
R00245,17,"Total:                             ₹1,824.00",TOTAL
R00245,18,--------------------------------------------,OTHER
R00245,19,*** CUSTOMER COPY ***,FOOTER
R00245,20,UPI Payment,FOOTER
R00246,0,ANNAPURNA RESTAURANT,VENDOR
R00246,1,"22 Koramangala 5th Blk, Bengaluru 560034",ADDRESS
R00246,2,GST Reg No: 29AABCA1234M1ZQ,GSTIN
R00246,3,TAX INVOICE,OTHER
R00246,4,--------------------------------------------,OTHER
R00246,5,Bill No: BILL-2025-76081,INVOICE
R00246,6,Dated: 2025-03-28,DATE
R00246,7,Table: 10   Covers: 2,OTHER
R00246,8,--------------------------------------------,OTHER
R00246,9,Item                     Qty          Amount,OTHER
R00246,10,Butter Naan                2          128.34,ITEM
R00246,11,Butter Naan                4          201.92,ITEM
R00246,12,Biryani                    1          182.49,ITEM
R00246,13,Butter Naan                4          237.60,ITEM
R00246,14,Biryani                    1          196.80,ITEM
R00246,15,Masala Dosa                3          316.29,ITEM
R00246,16,--------------------------------------------,OTHER
R00246,17,"Sub Total:                          1,263.44",SUBTOTAL
R00246,18,CGST @ 2.5%:                           31.59,TAX
R00246,19,SGST @ 2.5%:                           31.58,TAX
R00246,20,Round Off Adj:                          0.39,TAX
R00246,21,"Bill Total:                        ₹1,327.00",TOTAL
R00246,22,--------------------------------------------,OTHER
R00246,23,Thank you for your business,FOOTER
R00247,0,GANGA DEPARTMENTAL STORE,VENDOR
R00247,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00247,2,GSTIN/UIN: 09AABCG5566Z1ZD,GSTIN
R00247,3,RETAIL INVOICE,OTHER
R00247,4,--------------------------------------------,OTHER
R00247,5,Invoice No: INV-2024-34465,INVOICE
R00247,6,"Date of Supply: Apr 18, 2025",DATE
R00247,7,--------------------------------------------,OTHER
R00247,8,Item                     Qty          Amount,OTHER
R00247,9,Atta 5kg                   2          491.96,ITEM
R00247,10,Sugar 1kg                  1           52.76,ITEM
R00247,11,Sunflower Oil 1L           2          270.24,ITEM
R00247,12,Basmati Rice 5kg           1          702.49,ITEM
R00247,13,Atta 5kg                   1          286.33,ITEM
R00247,14,--------------------------------------------,OTHER
R00247,15,"Sub Total:                          1,803.78",SUBTOTAL
R00247,16,CGST @ 2.5%:                           45.10,TAX
R00247,17,SGST @ 2.5%:                           45.09,TAX
R00247,18,Round Off Adj:                          0.03,TAX
R00247,19,"Grand Total:                        1,894.00",TOTAL
R00247,20,--------------------------------------------,OTHER
R00247,21,*** CUSTOMER COPY ***,FOOTER
R00248,0,CAFE COFFEE JUNCTION,VENDOR
R00248,1,"8 Indiranagar, Bengaluru 560095",ADDRESS
R00248,2,Ph: 9845033445,ADDRESS
R00248,3,GST No.: 29AAECC2233B1Z7,GSTIN
R00248,4,GST INVOICE,OTHER
R00248,5,--------------------------------------------,OTHER
R00248,6,Date: 31-Aug-2025,DATE
R00248,7,Invoice No: BILL-2025-66915,INVOICE
R00248,8,Table: 17   Covers: 4,OTHER
R00248,9,--------------------------------------------,OTHER
R00248,10,Item                     Qty          Amount,OTHER
R00248,11,Veg Thali                  2          386.64,ITEM
R00248,12,Paneer Butter Masala       4          946.68,ITEM
R00248,13,Biryani                    3          922.47,ITEM
R00248,14,Paneer Butter Masala       2          373.24,ITEM
R00248,15,--------------------------------------------,OTHER
R00248,16,Total Qty: 11,OTHER
R00248,17,"Subtotal:                           2,629.03",SUBTOTAL
R00248,18,CGST @ 2.5%:                           65.73,TAX
R00248,19,SGST @ 2.5%:                           65.72,TAX
R00248,20,Round Off:                             -0.48,TAX
R00248,21,"Net Payable:                        2,760.00",TOTAL
R00248,22,--------------------------------------------,OTHER
R00248,23,Goods once sold will not be taken back,FOOTER
R00249,0,RELIANCE FRESH SUPERMARKET,VENDOR
R00249,1,"Shop 4 Kurla West, Mumbai 400070",ADDRESS
R00249,2,GST No.: 27AAACR5055K1Z7,GSTIN
R00249,3,TAX INVOICE,OTHER
R00249,4,--------------------------------------------,OTHER
R00249,5,Invoice Number: INV-2024-19284,INVOICE
R00249,6,Date of Supply: 23/02/2025,DATE
R00249,7,--------------------------------------------,OTHER
R00249,8,Item                     Qty          Amount,OTHER
R00249,9,Atta 5kg                   4          889.96,ITEM
R00249,10,"Atta 5kg                   4        1,211.56",ITEM
R00249,11,--------------------------------------------,OTHER
R00249,12,"Sub Total:                          2,101.52",SUBTOTAL
R00249,13,IGST @ 5%:                            105.08,TAX
R00249,14,Rounding:                               0.40,TAX
R00249,15,"Net Payable:                       ₹2,207.00",TOTAL
R00249,16,--------------------------------------------,OTHER
R00249,17,Thank you for your business,FOOTER
R00249,18,UPI Payment,FOOTER
R00250,0,PATEL STORES,VENDOR
R00250,1,"31 Adajan, Surat 395007",ADDRESS
R00250,2,GST Reg No: 24AAHCP6677V1Z8,GSTIN
R00250,3,RETAIL INVOICE,OTHER
R00250,4,--------------------------------------------,OTHER
R00250,5,Cash Memo No: TI-2024-25025,INVOICE
R00250,6,Date: 06-03-2025,DATE
R00250,7,--------------------------------------------,OTHER
R00250,8,Item                     Qty          Amount,OTHER
R00250,9,Toor Dal 1kg               2          355.36,ITEM
R00250,10,Toor Dal 1kg               2          347.06,ITEM
R00250,11,Sunflower Oil 1L           1          164.94,ITEM
R00250,12,Atta 5kg                   1          237.42,ITEM
R00250,13,--------------------------------------------,OTHER
R00250,14,Total Qty: 6,OTHER
R00250,15,"Subtotal:                           1,104.78",SUBTOTAL
R00250,16,CGST @ 2.5%:                           27.62,TAX
R00250,17,SGST @ 2.5%:                           27.62,TAX
R00250,18,Round Off Adj:                         -0.02,TAX
R00250,19,"Total Amount:                       1,160.00",TOTAL
R00250,20,--------------------------------------------,OTHER
R00250,21,Subject to local jurisdiction,FOOTER
R00250,22,UPI Payment,FOOTER
R00251,0,Lucknow Travels Agencies,VENDOR
R00251,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00251,2,Ph: 9839011223,ADDRESS
R00251,3,GST Reg No: 09AAGCL1122Y1ZT,GSTIN
R00251,4,RETAIL INVOICE,OTHER
R00251,5,--------------------------------------------,OTHER
R00251,6,Date of Supply: 02-Feb-2025,DATE
R00251,7,Cash Memo No: INV-2024-11105,INVOICE
R00251,8,--------------------------------------------,OTHER
R00251,9,Item                     Qty          Amount,OTHER
R00251,10,"Airport Transfer           1        1,623.33",ITEM
R00251,11,"Airport Transfer           1        1,505.94",ITEM
R00251,12,"City Taxi                  3        1,167.03",ITEM
R00251,13,"City Taxi                  3        1,128.12",ITEM
R00251,14,--------------------------------------------,OTHER
R00251,15,Total Qty: 8,OTHER
R00251,16,"Taxable Value:                      5,424.42",SUBTOTAL
R00251,17,IGST @ 5%:                            271.22,TAX
R00251,18,Round Off:                              0.36,TAX
R00251,19,"Total:                             ₹5,696.00",TOTAL
R00251,20,--------------------------------------------,OTHER
R00251,21,Thank you for your business,FOOTER
R00252,0,BHARAT PETROLEUM OUTLET,VENDOR
R00252,1,"NH-8 Bandra East, Mumbai 400051",ADDRESS
R00252,2,Ph: 9820011122,ADDRESS
R00252,3,GST Reg No: 27AAACB1111P1ZW,GSTIN
R00252,4,TAX INVOICE,OTHER
R00252,5,--------------------------------------------,OTHER
R00252,6,Cash Memo No: INV-2025-22934,INVOICE
R00252,7,"Dated: Jan 10, 2025",DATE
R00252,8,--------------------------------------------,OTHER
R00252,9,Product                 Litres          Amount,OTHER
R00252,10,"Diesel                    20        1,772.40",ITEM
R00252,11,--------------------------------------------,OTHER
R00252,12,"Total Before Tax:                   1,772.40",SUBTOTAL
R00252,13,Rounding:                              -0.40,TAX
R00252,14,"Amount Payable:                     1,772.00",TOTAL
R00252,15,--------------------------------------------,OTHER
R00252,16,Thank you for your business,FOOTER
R00253,0,KUMAR MEDICALS,VENDOR
R00253,1,"44 Kalkaji Main Rd, New Delhi 110019",ADDRESS
R00253,2,Ph: 9811099887,ADDRESS
R00253,3,GST No.: 07AAFCK3321L1ZK,GSTIN
R00253,4,TAX INVOICE,OTHER
R00253,5,--------------------------------------------,OTHER
R00253,6,Cash Memo No: RCPT-2024-69235,INVOICE
R00253,7,Invoice Date: 22-Apr-2025,DATE
R00253,8,--------------------------------------------,OTHER
R00253,9,Item                     Qty          Amount,OTHER
R00253,10,Digital Thermometer        2          716.22,ITEM
R00253,11,Paracetamol Strip          4           79.24,ITEM
R00253,12,Digital Thermometer        1          330.59,ITEM
R00253,13,Digital Thermometer        2          836.86,ITEM
R00253,14,Vitamin D3                 2          530.98,ITEM
R00253,15,Vitamin D3                 1          293.07,ITEM
R00253,16,--------------------------------------------,OTHER
R00253,17,"Taxable Amount:                     2,786.96",SUBTOTAL
R00253,18,CGST @ 6%:                            167.22,TAX
R00253,19,SGST @ 6%:                            167.22,TAX
R00253,20,Rounding:                              -0.40,TAX
R00253,21,"Total Amount:                      ₹3,121.00",TOTAL
R00253,22,--------------------------------------------,OTHER
R00253,23,Goods once sold will not be taken back,FOOTER
R00254,0,CAFE COFFEE JUNCTION,VENDOR
R00254,1,"8 Indiranagar, Bengaluru 560095",ADDRESS
R00254,2,GST Reg No: 29AAECC2233B1Z7,GSTIN
R00254,3,RETAIL INVOICE,OTHER
R00254,4,--------------------------------------------,OTHER
R00254,5,Bill Date: 16/07/2025,DATE
R00254,6,Invoice No: TI-2024-63964,INVOICE
R00254,7,--------------------------------------------,OTHER
R00254,8,Item                     Qty          Amount,OTHER
R00254,9,Masala Dosa                3          298.89,ITEM
R00254,10,"Veg Thali                  4        1,220.80",ITEM
R00254,11,Paneer Butter Masala       3          834.72,ITEM
R00254,12,--------------------------------------------,OTHER
R00254,13,"Taxable Value:                      2,354.41",SUBTOTAL
R00254,14,IGST @ 5%:                            117.72,TAX
R00254,15,Rounding:                              -0.13,TAX
R00254,16,"Amount Payable:                     2,472.00",TOTAL
R00254,17,--------------------------------------------,OTHER
R00254,18,Subject to local jurisdiction,FOOTER
R00255,0,PARK STREET CAFE,VENDOR
R00255,1,"40 Park Street, Kolkata 700017",ADDRESS
R00255,2,Ph: 9830044332,ADDRESS
R00255,3,GST No.: 19AAFCP7890X1ZW,GSTIN
R00255,4,CASH MEMO,OTHER
R00255,5,--------------------------------------------,OTHER
R00255,6,Bill No: BILL-2025-39404,INVOICE
R00255,7,Date of Supply: 2025-02-02,DATE
R00255,8,Table: 9   Covers: 8,OTHER
R00255,9,--------------------------------------------,OTHER
R00255,10,Item                     Qty          Amount,OTHER
R00255,11,Masala Dosa                3          356.37,ITEM
R00255,12,Filter Coffee              2          101.80,ITEM
R00255,13,Filter Coffee              4          129.60,ITEM
R00255,14,Filter Coffee              2           74.42,ITEM
R00255,15,Butter Naan                2          139.78,ITEM
R00255,16,--------------------------------------------,OTHER
R00255,17,Subtotal:                             801.97,SUBTOTAL
R00255,18,CGST @ 2.5%:                           20.05,TAX
R00255,19,SGST @ 2.5%:                           20.05,TAX
R00255,20,Round Off Adj:                         -0.07,TAX
R00255,21,Net Payable:                         ₹842.00,TOTAL
R00255,22,--------------------------------------------,OTHER
R00255,23,Subject to local jurisdiction,FOOTER
R00255,24,Cash Payment,FOOTER
R00256,0,APOLLO PHARMACY OUTLET,VENDOR
R00256,1,"Rajiv Gandhi Salai, Chennai 600028",ADDRESS
R00256,2,Ph: 9840099887,ADDRESS
R00256,3,GSTIN/UIN: 33AAACA6677D1ZW,GSTIN
R00256,4,RETAIL INVOICE,OTHER
R00256,5,--------------------------------------------,OTHER
R00256,6,Invoice Date: 30-01-2025,DATE
R00256,7,Bill No: INV-2024-99467,INVOICE
R00256,8,--------------------------------------------,OTHER
R00256,9,Item                     Qty          Amount,OTHER
R00256,10,Vitamin D3                 3          549.63,ITEM
R00256,11,Antiseptic Liquid          2          206.96,ITEM
R00256,12,--------------------------------------------,OTHER
R00256,13,Sub Total:                            756.59,SUBTOTAL
R00256,14,CGST @ 6%:                             45.40,TAX
R00256,15,SGST @ 6%:                             45.39,TAX
R00256,16,Round Off Adj:                         -0.38,TAX
R00256,17,Total Amount:                        ₹847.00,TOTAL
R00256,18,--------------------------------------------,OTHER
R00256,19,*** CUSTOMER COPY ***,FOOTER
R00256,20,UPI Payment,FOOTER
R00257,0,Lucknow Travels Agencies,VENDOR
R00257,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00257,2,Ph: 9839011223,ADDRESS
R00257,3,GSTIN: 09AAGCL1122Y1ZT,GSTIN
R00257,4,RETAIL INVOICE,OTHER
R00257,5,--------------------------------------------,OTHER
R00257,6,Inv No: TI-2024-53802,INVOICE
R00257,7,Bill Date: 2025-03-15,DATE
R00257,8,--------------------------------------------,OTHER
R00257,9,Item                     Qty          Amount,OTHER
R00257,10,City Taxi                  2          464.76,ITEM
R00257,11,"Outstation Cab             1        2,433.63",ITEM
R00257,12,--------------------------------------------,OTHER
R00257,13,Total Qty: 3,OTHER
R00257,14,"Taxable Amount:                     2,898.39",SUBTOTAL
R00257,15,CGST @ 2.5%:                           72.46,TAX
R00257,16,SGST @ 2.5%:                           72.46,TAX
R00257,17,Round Off:                             -0.31,TAX
R00257,18,"Total:                             ₹3,043.00",TOTAL
R00257,19,--------------------------------------------,OTHER
R00257,20,Goods once sold will not be taken back,FOOTER
R00257,21,Cash Payment,FOOTER
R00258,0,PARK STREET CAFE,VENDOR
R00258,1,"40 Park Street, Kolkata 700017",ADDRESS
R00258,2,Ph: 9830044332,ADDRESS
R00258,3,GSTIN: 19AAFCP7890X1ZW,GSTIN
R00258,4,CASH MEMO,OTHER
R00258,5,--------------------------------------------,OTHER
R00258,6,Invoice No: INV-2024-45846,INVOICE
R00258,7,Dated: 03.06.2025,DATE
R00258,8,Table: 9   Covers: 8,OTHER
R00258,9,--------------------------------------------,OTHER
R00258,10,Item                     Qty          Amount,OTHER
R00258,11,Veg Thali                  3          918.72,ITEM
R00258,12,Veg Thali                  1          187.86,ITEM
R00258,13,--------------------------------------------,OTHER
R00258,14,Total Qty: 4,OTHER
R00258,15,"Subtotal:                           1,106.58",SUBTOTAL
R00258,16,CGST @ 2.5%:                           27.67,TAX
R00258,17,SGST @ 2.5%:                           27.66,TAX
R00258,18,Round Off Adj:                          0.09,TAX
R00258,19,"Total:                             ₹1,162.00",TOTAL
R00258,20,--------------------------------------------,OTHER
R00258,21,Thank you for your business,FOOTER
R00259,0,INDIAN OIL FUEL STATION,VENDOR
R00259,1,"OMR Perungudi, Chennai 600096",ADDRESS
R00259,2,Ph: 9840055667,ADDRESS
R00259,3,GST Reg No: 33AAACI0123R1ZQ,GSTIN
R00259,4,GST INVOICE,OTHER
R00259,5,--------------------------------------------,OTHER
R00259,6,Invoice Number: BILL-2025-25555,INVOICE
R00259,7,Invoice Date: 2025-02-23,DATE
R00259,8,--------------------------------------------,OTHER
R00259,9,Product                 Litres          Amount,OTHER
R00259,10,CNG                        7          532.14,ITEM
R00259,11,--------------------------------------------,OTHER
R00259,12,Total Before Tax:                     532.14,SUBTOTAL
R00259,13,Round Off Adj:                         -0.14,TAX
R00259,14,Total Amount:                        ₹532.00,TOTAL
R00259,15,--------------------------------------------,OTHER
R00259,16,*** CUSTOMER COPY ***,FOOTER
R00260,0,PARK STREET CAFE,VENDOR
R00260,1,"40 Park Street, Kolkata 700017",ADDRESS
R00260,2,Ph: 9830044332,ADDRESS
R00260,3,GSTIN/UIN: 19AAFCP7890X1ZW,GSTIN
R00260,4,GST INVOICE,OTHER
R00260,5,--------------------------------------------,OTHER
R00260,6,Invoice Date: 15.06.2025,DATE
R00260,7,Cash Memo No: INV-2025-23412,INVOICE
R00260,8,--------------------------------------------,OTHER
R00260,9,Item                     Qty          Amount,OTHER
R00260,10,"Biryani                    4        1,408.08",ITEM
R00260,11,Paneer Butter Masala       2          632.60,ITEM
R00260,12,Masala Dosa                3          395.88,ITEM
R00260,13,--------------------------------------------,OTHER
R00260,14,Total Qty: 9,OTHER
R00260,15,"Taxable Amount:                     2,436.56",SUBTOTAL
R00260,16,CGST @ 2.5%:                           60.92,TAX
R00260,17,SGST @ 2.5%:                           60.91,TAX
R00260,18,Round Off:                             -0.39,TAX
R00260,19,"Net Payable:                        2,558.00",TOTAL
R00260,20,--------------------------------------------,OTHER
R00260,21,Thank you for your business,FOOTER
R00260,22,Card Payment,FOOTER
R00261,0,APOLLO PHARMACY OUTLET,VENDOR
R00261,1,"Rajiv Gandhi Salai, Chennai 600028",ADDRESS
R00261,2,Ph: 9840099887,ADDRESS
R00261,3,GSTIN/UIN: 33AAACA6677D1ZW,GSTIN
R00261,4,TAX INVOICE,OTHER
R00261,5,--------------------------------------------,OTHER
R00261,6,Bill No: RCPT-2024-00767,INVOICE
R00261,7,Invoice Date: 08/02/2025,DATE
R00261,8,--------------------------------------------,OTHER
R00261,9,Item                     Qty          Amount,OTHER
R00261,10,Vitamin D3                 4          836.96,ITEM
R00261,11,Vitamin D3                 1          229.48,ITEM
R00261,12,--------------------------------------------,OTHER
R00261,13,Total Qty: 5,OTHER
R00261,14,"Subtotal:                           1,066.44",SUBTOTAL
R00261,15,CGST @ 6%:                             63.99,TAX
R00261,16,SGST @ 6%:                             63.98,TAX
R00261,17,Round Off:                             -0.41,TAX
R00261,18,"Net Payable:                       ₹1,194.00",TOTAL
R00261,19,--------------------------------------------,OTHER
R00261,20,Thank you for your business,FOOTER
R00261,21,UPI Payment,FOOTER
R00262,0,Gujarat Enterprises,VENDOR
R00262,1,"7 CG Road, Ahmedabad 380009",ADDRESS
R00262,2,Ph: 9825011234,ADDRESS
R00262,3,GSTIN: 24AABCG2244U1ZA,GSTIN
R00262,4,CASH MEMO,OTHER
R00262,5,--------------------------------------------,OTHER
R00262,6,"Bill Date: Jun 16, 2025",DATE
R00262,7,Cash Memo No: TI-2024-42946,INVOICE
R00262,8,--------------------------------------------,OTHER
R00262,9,Item                     Qty          Amount,OTHER
